Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score
27.0,88.0,High,Medium,No,4.0,81.0,High,Yes,1,Low,Medium,Public,Neutral,4.0,No,Male,100.0
24.0,85.0,Low,Medium,No,6.0,75.0,Medium,Yes,1,Medium,High,Public,Neutral,2.0,Yes,Female,99.0
13.0,97.0,Low,Medium,Yes,9.0,71.0,High,Yes,3,High,Medium,Public,Neutral,3.0,No,Female,96.1
30.0,80.0,High,Low,No,6.0,74.0,Low,Yes,2,Medium,Low,Public,Negative,3.0,No,Male,100.0
13.0,87.0,Low,Low,Yes,5.0,40.0,Medium,Yes,1,Medium,Medium,Public,Neutral,6.0,No,Male,79.0
22.0,69.0,High,Low,Yes,7.0,78.0,Medium,Yes,1,Medium,Low,Private,Positive,3.0,No,Female,88.4
15.0,76.0,Medium,High,No,10.0,69.0,High,No,2,Medium,Medium,Private,Neutral,6.0,No,Male,98.1
20.0,87.0,Low,High,Yes,5.0,94.0,Low,Yes,0,Medium,Low,Private,Negative,1.0,No,Male,89.5
22.0,88.0,High,Medium,No,6.0,75.0,Low,Yes,2,High,Medium,Public,Negative,3.0,No,Male,98.8
22.0,77.0,Low,Medium,Yes,9.0,61.0,Medium,Yes,1,Low,Low,Public,Negative,2.0,No,Female,90.6
23.0,79.0,Medium,Low,No,9.0,74.0,High,Yes,2,Low,High,Public,Positive,2.0,Yes,Female,95.2
30.0,65.0,Medium,Medium,Yes,7.0,62.0,High,Yes,2,Medium,Medium,Public,Neutral,2.0,No,Female,100.0
23.0,76.0,Low,Low,Yes,5.0,81.0,High,Yes,1,High,Medium,Public,Negative,2.0,No,Male,92.1
19.0,89.0,Low,Medium,Yes,10.0,78.0,High,Yes,2,High,High,Public,Neutral,6.0,Yes,Male,100.0
26.0,86.0,Low,High,No,9.0,86.0,Low,Yes,0,Medium,Medium,Public,Positive,5.0,Yes,Male,100.0
27.0,85.0,Low,Low,Yes,8.0,66.0,Low,Yes,2,Medium,Medium,Public,Negative,4.0,Yes,Female,83.1
13.0,80.0,High,High,No,6.0,75.0,Low,Yes,0,Medium,Medium,Public,Neutral,2.0,No,Female,86.7
24.0,80.0,Medium,Low,Yes,7.0,59.0,Medium,Yes,1,Medium,High,Public,Positive,2.0,No,Female,100.0
24.0,73.0,Medium,Medium,Yes,7.0,83.0,High,Yes,2,Medium,High,Public,Positive,4.0,No,Male,100.0
18.0,87.0,Medium,Low,Yes,7.0,81.0,High,Yes,4,High,Medium,Public,Neutral,3.0,No,Female,100.0
28.0,84.0,High,Medium,Yes,9.0,81.0,Low,Yes,1,Medium,High,Private,Neutral,3.0,No,Female,100.0
19.0,85.0,High,Low,No,8.0,75.0,Medium,Yes,0,Medium,Medium,Public,Positive,4.0,No,Male,95.2
21.0,75.0,Medium,Medium,No,6.0,80.0,High,Yes,0,Medium,Medium,Private,Neutral,4.0,Yes,Male,98.8
19.0,60.0,High,Medium,Yes,9.0,94.0,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,Female,100.0
20.0,91.0,Medium,Medium,No,7.0,72.0,Low,Yes,3,Medium,Medium,Public,Neutral,2.0,Yes,Female,87.6
13.0,75.0,Medium,Medium,No,8.0,77.0,Medium,Yes,1,Medium,High,Private,Positive,1.0,No,Male,94.0
11.0,71.0,Medium,High,Yes,9.0,62.0,Medium,Yes,0,Low,Low,Public,Neutral,3.0,No,Female,87.0
30.0,87.0,Medium,Medium,Yes,6.0,65.0,Medium,Yes,1,Low,Medium,Public,Positive,6.0,No,Female,100.0
15.0,76.0,Medium,Low,Yes,7.0,76.0,Medium,Yes,0,Medium,High,Private,Positive,1.0,No,Male,100.0
14.0,91.0,Medium,Medium,Yes,6.0,88.0,Low,Yes,2,High,Medium,Public,Positive,5.0,No,Male,92.6
7.0,86.0,High,High,Yes,5.0,72.0,High,Yes,1,Low,High,Public,Negative,2.0,No,Male,90.3
16.0,87.0,High,Medium,Yes,7.0,72.0,Medium,Yes,1,Medium,High,Private,Positive,2.0,No,Male,100.0
12.0,66.0,Medium,Medium,No,10.0,70.0,Medium,Yes,2,Medium,High,Private,Positive,4.0,No,Male,90.2
30.0,92.0,Medium,Low,Yes,5.0,69.0,High,Yes,1,Low,Medium,Public,Positive,3.0,No,Male,100.0
26.0,83.0,Medium,Medium,Yes,7.0,79.0,Low,Yes,3,High,Medium,Public,Neutral,3.0,No,Female,100.0
16.0,76.0,Low,Medium,Yes,8.0,57.0,Low,No,2,High,High,Private,Negative,3.0,No,Female,85.4
34.0,81.0,Medium,High,Yes,7.0,90.0,High,Yes,1,Low,High,Public,Negative,2.0,No,Female,100.0
26.0,62.0,Medium,High,Yes,7.0,67.0,Low,No,3,Medium,Medium,Public,Positive,4.0,No,Male,100.0
18.0,84.0,Low,Low,No,5.0,84.0,High,No,0,Medium,High,Public,Positive,3.0,No,Male,100.0
5.0,70.0,High,Medium,Yes,7.0,60.0,Low,Yes,2,High,Medium,Private,Positive,1.0,No,Male,80.7
34.0,66.0,Medium,Medium,No,6.0,83.0,Low,Yes,2,Medium,High,Public,Neutral,2.0,No,Female,100.0
12.0,65.0,Medium,Medium,Yes,4.0,83.0,Medium,Yes,0,Low,Low,Private,Positive,0.0,No,Male,80.5
10.0,91.0,Low,High,No,9.0,80.0,Low,Yes,0,Medium,Low,Public,Positive,3.0,No,Male,93.2
26.0,74.0,Low,Medium,No,8.0,63.0,High,Yes,2,High,Medium,Public,Neutral,5.0,No,Female,99.2
35.0,95.0,High,Medium,Yes,7.0,78.0,Medium,Yes,3,Low,Medium,Private,Positive,1.0,No,Female,100.0
28.0,75.0,Medium,Medium,No,7.0,61.0,High,No,2,Medium,High,Private,Positive,4.0,No,Female,100.0
23.0,63.0,High,High,Yes,8.0,72.0,High,Yes,2,Low,Low,Public,Positive,4.0,No,Male,100.0
24.0,69.0,High,Medium,No,7.0,87.0,Low,Yes,0,High,High,Public,Positive,2.0,No,Male,100.0
25.0,92.0,Medium,Medium,Yes,8.0,85.0,High,Yes,1,Low,Medium,Private,Neutral,5.0,No,Female,100.0
25.0,78.0,Medium,Medium,No,7.0,75.0,Medium,Yes,1,High,Medium,Public,Negative,3.0,No,Female,100.0
22.0,75.0,High,Medium,No,9.0,63.0,Medium,Yes,0,Medium,Medium,Public,Positive,6.0,No,Male,95.2
21.0,82.0,High,High,No,7.0,83.0,High,Yes,1,Medium,Medium,Public,Positive,1.0,No,Male,100.0
20.0,85.0,Medium,Medium,Yes,7.0,75.0,Medium,Yes,0,High,Low,Private,Negative,3.0,No,Female,99.9
15.0,91.0,High,Medium,Yes,5.0,47.0,Medium,Yes,2,High,Low,Private,Negative,3.0,No,Female,90.5
18.0,94.0,High,Medium,No,7.0,84.0,Medium,Yes,2,Medium,Medium,Private,Positive,3.0,No,Female,100.0
10.0,76.0,Medium,High,No,6.0,75.0,Low,Yes,2,Low,Low,Public,Neutral,4.0,Yes,Female,85.5
19.0,67.0,Medium,Medium,No,6.0,89.0,Low,Yes,0,Medium,Medium,Public,Positive,6.0,No,Female,92.5
14.0,76.0,High,Low,Yes,6.0,62.0,Medium,Yes,2,Medium,High,Public,Neutral,4.0,No,Male,80.5
13.0,83.0,Medium,Medium,No,6.0,40.0,Low,Yes,1,Medium,Low,Public,Negative,3.0,No,Male,70.9
21.0,70.0,Low,Medium,Yes,10.0,78.0,Low,Yes,0,Medium,Medium,Public,Neutral,1.0,No,Female,100.0
28.0,70.0,Medium,High,Yes,9.0,78.0,Low,Yes,1,Low,Low,Public,Neutral,0.0,No,Male,100.0
26.0,83.0,Low,High,Yes,9.0,55.0,Medium,Yes,0,Medium,Medium,Public,Positive,5.0,No,Female,100.0
11.0,80.0,Low,Medium,Yes,5.0,63.0,Medium,Yes,4,Medium,Medium,Public,Neutral,2.0,No,Female,92.2
14.0,80.0,High,Low,No,7.0,100.0,High,Yes,3,Low,Low,Public,Neutral,6.0,No,Female,100.0
26.0,72.0,Low,High,Yes,5.0,71.0,Medium,Yes,5,Medium,High,Private,Neutral,4.0,No,Female,100.0
14.0,78.0,Low,Medium,No,6.0,84.0,Medium,Yes,0,Medium,High,Public,Positive,4.0,No,Male,95.5
19.0,71.0,Medium,Medium,No,6.0,67.0,Medium,Yes,2,Medium,Low,Public,Neutral,4.0,No,Male,85.7
23.0,89.0,Medium,Medium,Yes,9.0,50.0,Medium,Yes,2,Low,High,Public,Neutral,4.0,No,Male,100.0
14.0,90.0,Medium,Medium,Yes,6.0,73.0,Medium,Yes,0,Medium,Medium,Private,Positive,2.0,No,Female,93.7
21.0,62.0,Low,Medium,No,8.0,72.0,High,Yes,2,Low,Low,Public,Positive,0.0,No,Male,100.0
12.0,71.0,Low,High,Yes,8.0,70.0,High,Yes,2,Medium,Low,Public,Positive,2.0,No,Female,89.2
16.0,65.0,Low,High,No,10.0,74.0,High,Yes,0,High,Medium,Public,Neutral,3.0,No,Female,94.7
22.0,73.0,Medium,Medium,No,5.0,78.0,High,Yes,2,Medium,Medium,Public,Neutral,2.0,No,Female,100.0
10.0,79.0,Medium,Medium,Yes,9.0,73.0,Medium,Yes,0,Low,Medium,Private,Negative,1.0,Yes,Male,92.8
23.0,66.0,High,Low,Yes,8.0,60.0,Medium,Yes,3,Medium,High,Public,Positive,2.0,No,Male,100.0
20.0,71.0,Medium,Low,Yes,6.0,81.0,Medium,Yes,2,High,Medium,Public,Negative,5.0,No,Male,94.0
23.0,70.0,Low,Medium,No,8.0,52.0,Medium,No,1,Low,Medium,Public,Neutral,4.0,No,Male,84.8
21.0,82.0,Medium,Medium,Yes,7.0,50.0,High,Yes,3,High,Medium,Public,Positive,3.0,No,Male,100.0
28.0,81.0,Medium,High,Yes,7.0,84.0,Medium,No,2,Medium,High,Public,Positive,4.0,No,Male,100.0
